Sort,Box id,Box name,Jobs inside,Job id,Name,Type,Box_name,Command,Machine,Owner,Permission,Date_condition,Days_of_week,Start_times,Condition,Description,Std_out_file,Std_err_file,Alarm_if_fail
102,99,ASME_US_ALT_HIER,"",112,ASME_US_BFL,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSBFL.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_ADIR),ASME_US_BFL,"","",1
103,99,ASME_US_ALT_HIER,"",113,ASM_FTP_US_BFL,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSBFL.DAT \\ptcapp11\arotsap\ZFSUSBFL.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_BFL),ASM_FTP_US_BFL,"","",1
104,99,ASME_US_ALT_HIER,"",114,ASME_US_BKL,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSBKL.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_BFL),ASME_US_BKL,"","",1
105,99,ASME_US_ALT_HIER,"",115,ASM_FTP_US_BKL,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSBKL.DAT \\ptcapp11\arotsap\ZFSUSBKL.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_BKL),ASM_FTP_US_BKL,"","",1
106,99,ASME_US_ALT_HIER,"",116,ASME_US_BKLP,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSBKLP.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_BKL),ASME_US_BKLP,"","",1
107,99,ASME_US_ALT_HIER,"",117,ASM_FTP_US_BKLP,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSBKLP.DAT \\ptcapp11\arotsap\ZFSUSBKLP.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_BKLP),ASM_FTP_US_BKLP,"","",1
108,99,ASME_US_ALT_HIER,"",118,ASME_US_3PTY,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUS3PTY.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_BKLP),ASME_US_3PTY,"","",1
109,99,ASME_US_ALT_HIER,"",119,ASM_FTP_US_3PTY,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUS3PTY.DAT \\ptcapp11\arotsap\ZFSUS3PTY.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_3PTY),ASM_FTP_US_3PTY,"","",1
110,99,ASME_US_ALT_HIER,"",120,ASME_US_BKX,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSBKX.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_3PTY),ASME_US_BKX,"","",1
111,99,ASME_US_ALT_HIER,"",121,ASM_FTP_US_BKX,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSBKX.DAT \\ptcapp11\arotsap\ZFSUSBKX.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_BKX),ASM_FTP_US_BKX,"","",1
112,99,ASME_US_ALT_HIER,"",122,ASME_US_HERF,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSHERF.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_BKX),ASME_US_HERF,"","",1
113,99,ASME_US_ALT_HIER,"",123,ASM_FTP_US_HERF,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSHERF.DAT \\ptcapp11\arotsap\ZFSUSHERF.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_HERF),ASM_FTP_US_HERF,"","",1
114,99,ASME_US_ALT_HIER,"",124,ASME_US_NRP,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSNRP.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_HERF),ASME_US_NRP,"","",1
115,99,ASME_US_ALT_HIER,"",125,ASM_FTP_US_NRP,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSNRP.DAT \\ptcapp11\arotsap\ZFSUSNRP.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_NRP),ASM_FTP_US_NRP,"","",1
116,99,ASME_US_ALT_HIER,"",126,ASME_US_COMP,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSCOMP.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_NRP),ASME_US_COMP,"","",1
117,99,ASME_US_ALT_HIER,"",127,ASM_FTP_US_COMP,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSCOMP.DAT \\ptcapp11\arotsap\ZFSUSCOMP.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_COMP),ASM_FTP_US_COMP,"","",1
118,99,ASME_US_ALT_HIER,"",128,ASME_US_DTL,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSDTL.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_COMP),ASME_US_DTL,"","",1
119,99,ASME_US_ALT_HIER,"",129,ASM_FTP_US_DTL,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSDTL.DAT \\ptcapp11\arotsap\ZFSUSDTL.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_DTL),ASM_FTP_US_DTL,"","",1
120,99,ASME_US_ALT_HIER,"",130,ASME_US_REC2,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSREC2.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_DTL),ASME_US_REC2,"","",1
121,99,ASME_US_ALT_HIER,"",131,ASM_FTP_US_REC2,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSREC2.DAT \\ptcapp11\arotsap\ZFSUSREC2.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_REC2),ASM_FTP_US_REC2,"","",1
122,99,ASME_US_ALT_HIER,"",132,ASME_US_REST,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSREST.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_REC2),ASME_US_REST,"","",1
123,99,ASME_US_ALT_HIER,"",133,ASM_FTP_US_REST,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSREST.DAT \\ptcapp11\arotsap\ZFSUSREST.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_REST),ASM_FTP_US_REST,"","",1
124,99,ASME_US_ALT_HIER,"",134,ASME_US_RTA1,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSRTA1.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_REST),ASME_US_RTA1,"","",1
125,99,ASME_US_ALT_HIER,"",135,ASM_FTP_US_RTA1,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSRTA1.DAT \\ptcapp11\arotsap\ZFSUSRTA1.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_RTA1),ASM_FTP_US_RTA1,"","",1
126,99,ASME_US_ALT_HIER,"",136,ASME_US_RTA2,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSRTA2.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_RTA1),ASME_US_RTA2,"","",1
127,99,ASME_US_ALT_HIER,"",137,ASM_FTP_US_RTA2,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSRTA2.DAT \\ptcapp11\arotsap\ZFSUSRTA2.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_RTA2),ASM_FTP_US_RTA2,"","",1
128,99,ASME_US_ALT_HIER,"",138,ASME_US_CEO,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSCEO.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_RTA2),ASME_US_CEO,"","",1
129,99,ASME_US_ALT_HIER,"",139,ASM_FTP_US_CEO,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSCEO.DAT \\ptcapp11\arotsap\ZFSUSCEO.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_CEO),ASM_FTP_US_CEO,"","",1
130,99,ASME_US_ALT_HIER,"",140,ASME_US_OPSGP,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSOGP6.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_CEO),ASME_US_OPSGP,"","",1
131,99,ASME_US_ALT_HIER,"",141,ASM_FTP_US_OPSGP,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSOGP6.DAT \\ptcapp11\arotsap\ZFSUSOGP6.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_OPSGP),ASM_FTP_US_OPSGP,"","",1
132,99,ASME_US_ALT_HIER,"",142,ASME_US_REJV,c,ASME_US_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUSREJV.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_OPSGP),ASME_US_REJV,"","",1
133,99,ASME_US_ALT_HIER,"",143,ASM_FTP_US_REJV,c,ASME_US_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSREJV.DAT \\ptcapp11\arotsap\ZFSUSREJV.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_REJV),ASM_FTP_US_REJV,"","",1
134,144,ASME_CA_ALT_HIER,33,144,ASME_CA_ALT_HIER,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",18:14,"",ASME_CA_ALT_HIER,"","",0
135,144,ASME_CA_ALT_HIER,"",145,ASME_CA_FSSD,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCAFSSD.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_BKU3),ASME_CA_FSSD,"","",1
136,144,ASME_CA_ALT_HIER,"",146,ASM_FTP_CA_FSSD,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCAFSSD.DAT \\ptcapp11\arotsap\ZFSCAFSSD.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_FSSD),ASM_FTP_CA_FSSD,"","",1
137,144,ASME_CA_ALT_HIER,"",147,ASME_CA_RETL,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCARETL.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_FSSD),ASME_CA_RETL,"","",1
138,144,ASME_CA_ALT_HIER,"",148,ASM_FTP_CA_RETL,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCARETL.DAT \\ptcapp11\arotsap\ZFSCARETL.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_RETL),ASM_FTP_CA_RETL,"","",1
139,144,ASME_CA_ALT_HIER,"",149,ASME_CA_ADIC,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCAADIC.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_RETL),ASME_CA_ADIC,"","",1
140,144,ASME_CA_ALT_HIER,"",150,ASM_FTP_CA_ADIC,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCAADIC.DAT \\ptcapp11\arotsap\ZFSCAADIC.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_ADIC),ASM_FTP_CA_ADIC,"","",1
141,144,ASME_CA_ALT_HIER,"",151,ASME_CA_ADIF,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCAADIF.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_ADIC),ASME_CA_ADIF,"","",1
142,144,ASME_CA_ALT_HIER,"",152,ASM_FTP_CA_ADIF,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCAADIF.DAT \\ptcapp11\arotsap\ZFSCAADIF.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_ADIF),ASM_FTP_CA_ADIF,"","",1
143,144,ASME_CA_ALT_HIER,"",153,ASME_CA_ADIR,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCAADIR.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_ADIF),ASME_CA_ADIR,"","",1
144,144,ASME_CA_ALT_HIER,"",154,ASM_FTP_CA_ADIR,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCAADIR.DAT \\ptcapp11\arotsap\ZFSCAADIR.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_ADIR),ASM_FTP_CA_ADIR,"","",1
145,144,ASME_CA_ALT_HIER,"",155,ASME_CA_BFL,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCABFL.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_ADIR),ASME_CA_BFL,"","",1
146,144,ASME_CA_ALT_HIER,"",156,ASM_FTP_CA_BFL,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCABFL.DAT \\ptcapp11\arotsap\ZFSCABFL.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_BFL),ASM_FTP_CA_BFL,"","",1
147,144,ASME_CA_ALT_HIER,"",157,ASME_CA_BKL,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCABKL.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_BFL),ASME_CA_BKL,"","",1
148,144,ASME_CA_ALT_HIER,"",158,ASM_FTP_CA_BKL,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCABKL.DAT \\ptcapp11\arotsap\ZFSCABKL.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_BKL),ASM_FTP_CA_BKL,"","",1
149,144,ASME_CA_ALT_HIER,"",159,ASME_CA_DTL,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCADTL.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_BKL),ASME_CA_DTL,"","",1
150,144,ASME_CA_ALT_HIER,"",160,ASM_FTP_CA_DTL,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCADTL.DAT \\ptcapp11\arotsap\ZFSCADTL.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_DTL),ASM_FTP_CA_DTL,"","",1
151,144,ASME_CA_ALT_HIER,"",161,ASME_CA_NRP,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCANRP.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_DTL),ASME_CA_NRP,"","",1
152,144,ASME_CA_ALT_HIER,"",162,ASM_FTP_CA_NRP,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCANRP.DAT \\ptcapp11\arotsap\ZFSCANRP.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_NRP),ASM_FTP_CA_NRP,"","",1
153,144,ASME_CA_ALT_HIER,"",163,ASME_CA_COMP,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCACOMP.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_NRP),ASME_CA_COMP,"","",1
154,144,ASME_CA_ALT_HIER,"",164,ASM_FTP_CA_COMP,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCACOMP.DAT \\ptcapp11\arotsap\ZFSCACOMP.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_COMP),ASM_FTP_CA_COMP,"","",1
155,144,ASME_CA_ALT_HIER,"",165,ASME_CA_REC2,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCAREC2.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_CEO) & s(ASM_FTP_CA_CEO_TO_OFA),ASME_CA_REC2,"","",1
156,144,ASME_CA_ALT_HIER,"",166,ASM_FTP_CA_REC2,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCAREC2.DAT \\ptcapp11\arotsap\ZFSCAREC2.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_REC2),ASM_FTP_CA_REC2,"","",1
157,144,ASME_CA_ALT_HIER,"",167,ASME_CA_RTA1,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCARTA1.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_REC2),ASME_CA_RTA1,"","",1
158,144,ASME_CA_ALT_HIER,"",168,ASM_FTP_CA_RTA1,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCARTA1.DAT \\ptcapp11\arotsap\ZFSCARTA1.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_RTA1),ASM_FTP_CA_RTA1,"","",1
159,144,ASME_CA_ALT_HIER,"",169,ASME_CA_RTA2,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCARTA2.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_RTA1),ASME_CA_RTA2,"","",1
160,144,ASME_CA_ALT_HIER,"",170,ASM_FTP_CA_RTA2,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCARTA2.DAT \\ptcapp11\arotsap\ZFSCARTA2.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_RTA2),ASM_FTP_CA_RTA2,"","",1
161,144,ASME_CA_ALT_HIER,"",171,ASME_CA_CAPR,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCACAPR.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_REST),ASME_CA_CAPR,"","",1
162,144,ASME_CA_ALT_HIER,"",172,ASM_FTP_CA_CAPR,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCACAPR.DAT \\ptcapp11\arotsap\ZFSCACAPR.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_CAPR),ASM_FTP_CA_CAPR,"","",1
163,144,ASME_CA_ALT_HIER,"",173,ASME_CA_CEO,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCACEO.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_COMP),ASME_CA_CEO,"","",1
164,144,ASME_CA_ALT_HIER,"",174,ASM_FTP_CA_CEO,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCACEO.DAT \\ptcapp11\arotsap\ZFSCACEO.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_CEO),ASM_FTP_CA_CEO,"","",1
165,144,ASME_CA_ALT_HIER,"",175,ASME_CA_REST,c,ASME_CA_ALT_HIER,\\ptcapp11\arbin\sap\ZFSCAREST.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_RTA2),ASME_CA_REST,"","",1
166,144,ASME_CA_ALT_HIER,"",176,ASM_FTP_CA_REST,c,ASME_CA_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCAREST.DAT \\ptcapp11\arotsap\ZFSCAREST.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CA_REST),ASM_FTP_CA_REST,"","",1
167,144,ASME_CA_ALT_HIER,"",177,ASM_FTP_CA_CEO_TO_OFA,c,ASME_CA_ALT_HIER,copy \\ptcapp11\arotsap\ZFSCACEO.DAT \\ptcofa01\GAPexchange\loads\alignment\ZFSCACEO.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_CEO),ASM_FTP_CA_CEO_TO_OFA,"","",1
168,178,ASME_US_STD_HIER,8,178,ASME_US_STD_HIER,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",18:13,"",ASME_US_STD_HIER,"","",0
169,178,ASME_US_STD_HIER,"",179,ASME_US_BKU6,c,ASME_US_STD_HIER,\\ptcapp11\arbin\sap\ZFSUSBKU6.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_CA_BKU3),ASME_US_BKU6,"","",1
170,178,ASME_US_STD_HIER,"",180,ASM_FTP_US_BKU6,c,ASME_US_STD_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSBKU6.DAT \\ptcapp11\arotsap\ZFSUSBKU6.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_BKU6),ASM_FTP_US_BKU6,"","",1
171,178,ASME_US_STD_HIER,"",181,ASME_US_MAA,c,ASME_US_STD_HIER,\\ptcapp11\arbin\sap\ZFSUSMAA.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_BKU6),ASME_US_MAA,"","",1
172,178,ASME_US_STD_HIER,"",182,ASM_FTP_US_MAA,c,ASME_US_STD_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSMAA.DAT \\ptcapp11\arotsap\ZFSUSMAA.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_MAA),ASM_FTP_US_MAA,"","",1
173,178,ASME_US_STD_HIER,"",183,ASME_US_BKC,c,ASME_US_STD_HIER,\\ptcapp11\arbin\sap\ZFSUSBKC.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_MAA),ASME_US_BKC,"","",1
174,178,ASME_US_STD_HIER,"",184,ASM_FTP_US_BKC,c,ASME_US_STD_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSBKC.DAT \\ptcapp11\arotsap\ZFSUSBKC.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_BKC),ASM_FTP_US_BKC,"","",1
175,178,ASME_US_STD_HIER,"",185,ASME_US_BKU3,c,ASME_US_STD_HIER,\\ptcapp11\arbin\sap\ZFSUSBKU3.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_US_BKC),ASME_US_BKU3,"","",1
176,178,ASME_US_STD_HIER,"",186,ASM_FTP_US_BKU3,c,ASME_US_STD_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUSBKU3.DAT \\ptcapp11\arotsap\ZFSUSBKU3.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_US_BKU3),ASM_FTP_US_BKU3,"","",1
177,188,ASMUIW,1,188,ASMUIW,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",18:21,"",ASMUIW,"","",0
178,188,ASMUIW,"",189,ASMUI12,c,ASMUIW,\\ptcapp11\arbin\iw\OFAAlignment.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASMUA01),ASMUI12,"","",1
179,190,ASME_HR_MIPS,2,190,ASME_HR_MIPS,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",18:30,"",ASME_HR_MIPS,"","",0
